GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
 "18000","Indiana",3,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",260549.9,268864.3,278990.4,273884.4,280723.0,293045.2,303819.8,306344.6,312525.5,322661.7,322384.3,299789.0,320731.8,321532.8,323876.2,333207.4,343827.8,341205.2,348439.2,357535.8,368762.9,370507.2,359787.3,387122.0,399280.8,404290.3
 "18000","Indiana",3,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),276552.9,268703.6,274616.9,286855.4,292577.9,291964.9,299357.3,314400.0,320397.1,328648.6,331557.6,340327.2,366859.1,387640.6,378049.9,378613.4
 "18000","Indiana",3,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),228367.9,224090.8,226320.0,230867.7,234115.8,235982.9,241348.2,250295.3,256588.4,266105.8,267173.3,269964.0,270542.2,289240.8,302338.5,305980.2
 "18000","Indiana",3,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",185336.3,193659.9,204147.3,205325.1,213419.6,225349.3,239278.5,247428.3,259030.3,273340.8,277774.5,264925.0,284685.8,292373.8,301277.4,313466.9,329360.9,333163.8,342716.6,357535.8,377376.9,384838.7,378633.6,425863.8,473492.9,499503.1
 "18000","Indiana",3,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",154521.8,160465.8,171032.1,175229.8,177918.8,182458.0,191088.3,196999.0,208373.7,215919.9,226602.3,220908.7,231025.6,245731.2,256284.7,259534.8,269159.1,279385.7,287275.2,297990.5,313127.2,326391.4,351310.8,390237.0,402919.5,420259.7
 "18000","Indiana",3,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",134492.7,139782.0,149782.7,153590.2,158457.7,164009.0,172450.0,176595.4,185993.0,191572.0,202241.4,201799.2,210496.1,221690.5,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293881.0,316759.3,349100.7,352963.2,375480.4
 "18000","Indiana",3,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",117579.9,125011.8,133146.5,138169.8,142852.9,149620.7,159441.0,168731.5,175744.1,182424.5,187273.9,184465.1,190660.5,198049.2,205349.2,210037.4,217279.8,222792.9,230556.9,241847.3,252840.8,259391.9,259788.2,291763.9,322556.4,339862.5
 "18000","Indiana",3,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43045,41599,42305,43988,44694,44364,45290,47431,48119,49155,49297,50331,54036,56891,55333,55174
 "18000","Indiana",3,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35545,34693,34865,35402,35763,35858,36513,37760,38536,39801,39724,39925,39850,42449,44252,44589
 "18000","Indiana",3,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",25758,26545,28075,28596,28902,29445,30657,31376,32905,33845,35270,34200,35590,37682,39150,39436,40721,42149,43145,44570,46556,48270,51746,57272,58973,61243
 "18000","Indiana",3,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",22420,23124,24587,25065,25741,26467,27667,28126,29370,30029,31478,31242,32427,33995,35469,35452,36637,37717,38560,40066,42169,43462,46657,51234,51661,54717
 "18000","Indiana",3,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",19600,20680,21856,22548,23206,24145,25580,26874,27752,28595,29149,28558,29371,30370,31369,31915,32872,33611,34627,36173,37593,38362,38265,42820,47211,49527
 "18000","Indiana",3,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),91.965,92.573,93.073,92.437,92.784,92.926,92.696,91.483,91.423,90.884,92.737,92.827,91.766,92.567,91.884,92.184
 "18000","Indiana",3,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),82.005,82.317,84.244,85.785,87.713,89.005,90.027,89.012,89.855,90.884,94.636,96.084,96.025,100.872,106.687,111.073
 "18000","Indiana",3,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",3543278,3596542,3648148,3588944,3553197,3552183,3593262,3634795,3674382,3720029,3682921,3523023,3525292,3590103,3642274,3684167,3740470,3796439,3847508,3903424,3963724,3969443,3842872,3977956,4107840,4205137
"Note: See the included footnote file."
"SASUMMARY: State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment "
"Last updated: December 12, 2024."
"U.S. Bureau of Economic Analysis"
